"Gene","HR","HR_lower","HR_upper","p_value"
"NDRG3",0.729,0.492,1.08,0.115355
"SHMT1",0.637,0.121,3.361,0.595082
"OR1F2P",1.455,0.565,3.746,0.436541
"OR7A10",0.882,0.259,3.01,0.841444
"HERC2P9",1.118,0.845,1.479,0.436573
"HLA-DRB6",0.919,0.485,1.74,0.794991
"KRT3",0.724,0.369,1.421,0.348217
"CTAGE11P",2.514,0.767,8.238,0.127953
"OR2J3",0.468,0.122,1.791,0.267395
"KRT19P2",0.295,0.114,0.763,0.011782
"SMNP",1.512,0.339,6.739,0.587536
"PRICKLE3",0.881,0.527,1.473,0.629811
"MIR492",0.905,0.424,1.932,0.797129
"PRKAR1AP1",0.619,0.223,1.717,0.356878
"PRAMEF11",0.744,0.319,1.735,0.493077
"CTNNA1P1",0.484,0.169,1.388,0.177002
"ATP5G2P1",0.986,0.534,1.82,0.963888
"LOC100289473",0.781,0.395,1.546,0.478363
"IGKV1OR2-108",0.939,0.814,1.084,0.392607
"ADD3-AS1",0.558,0.246,1.262,0.161186
"CLIC1P1",0.638,0.189,2.156,0.469739
"UBE2NL",0.518,0.223,1.203,0.125974
"MT4",0.881,0.381,2.037,0.766962
"ZNF227",0.79,0.52,1.2,0.268709
"PIWIL2",1.184,0.807,1.738,0.386926
"HLA-J",0.838,0.568,1.236,0.372515
"LOC101928278",0.381,0.148,0.979,0.04514
"CADM3-AS1",1.209,0.487,3.002,0.682738
"LOC101927792",1.019,0.259,4.009,0.979049
"LOC729815",1.27,0.56,2.882,0.567636
"BTF3P12",0.637,0.267,1.522,0.310291
"BTF3P13",0.212,0.072,0.624,0.00485
"LINC01482",0.171,0.04,0.742,0.018329
"HLA-DMA",0.956,0.78,1.172,0.66656
"SHISA6",1.027,0.585,1.803,0.925908
"IGKV1OR2-118",0.907,0.764,1.077,0.267685
"FOLH1",1.062,0.413,2.731,0.900863
"PTENP1",1.361,0.719,2.575,0.343621
"OR7E37P",0.856,0.574,1.277,0.446711
"IFIT2",0.907,0.666,1.235,0.537213
"ABCA6",1.254,0.871,1.807,0.223681
"CRX",0.978,0.324,2.955,0.969059
"MILR1",0.826,0.418,1.631,0.58143
"CACNA1S",0.641,0.28,1.464,0.291153
"LOC101929232",2.271,1.183,4.362,0.013716
"KCNV2",0.731,0.187,2.86,0.652167
"OLFML1",1.355,1.021,1.8,0.035523
"PWWP2A",0.644,0.256,1.619,0.349343
"FAM49B",0.8,0.428,1.495,0.483461
"NXPE3",1.17,0.568,2.41,0.670513
"MIR3916",1.18,0.718,1.94,0.512977
"MYH14",0.875,0.552,1.386,0.569504
"MT1M",0.954,0.841,1.083,0.469011
"ZNF675",0.98,0.515,1.865,0.951688
"ARPIN",0.787,0.393,1.575,0.498231
"OR7E14P",0.797,0.607,1.047,0.103487
"STEAP1B",0.968,0.431,2.174,0.936996
"RPL10L",0.88,0.463,1.67,0.695131
"BRINP3",0.688,0.45,1.052,0.084552
"RAB40A",1.004,0.267,3.778,0.994831
"ZSWIM1",0.769,0.372,1.591,0.479008
"ZSCAN18",1.547,0.918,2.606,0.10149
"CINP",0.78,0.361,1.684,0.526078
"SCUBE3",1.169,0.637,2.145,0.613229
"USP27X",0.909,0.413,2.003,0.813533
"SPDYE2",1.096,0.727,1.651,0.662791
"TIMM50",0.666,0.362,1.225,0.190598
"ANGEL2",1.191,0.615,2.305,0.604258
"GTPBP4",0.887,0.527,1.492,0.650665
"SKA1",0.705,0.509,0.977,0.035556
"SYNJ2BP-COX16",1.24,0.74,2.079,0.413374
"LOC100127972",1.237,0.737,2.079,0.420775
"SIX5",0.735,0.309,1.749,0.486082
"ZNF234",0.456,0.143,1.458,0.185642
"ZNF813",1.143,0.833,1.568,0.408058
"SEC14L1P1",0.712,0.351,1.441,0.344497
"LRRC75B",1.351,0.588,3.104,0.478549
"DSERG1",1.224,0.858,1.746,0.265395
"ZBTB7C",0.972,0.695,1.358,0.86605
"PLEKHA2",1.048,0.704,1.558,0.818576
"WNT7B",1.536,0.643,3.667,0.333841
"MAGOH2P",0.639,0.265,1.541,0.318994
"CNPY4",2.246,1.033,4.888,0.041288
"MIR3917",0.993,0.524,1.883,0.983962
"SEC61A1",0.815,0.475,1.401,0.45956
"EIF3L",1.147,0.566,2.324,0.702695
"CHCHD2",0.87,0.457,1.656,0.67111
"NGRN",1.555,0.838,2.886,0.161967
"COPZ1",1.952,0.926,4.115,0.078911
"S100A6",1.144,0.787,1.663,0.48064
"AES",1.12,0.66,1.9,0.673475
"MIR6513",0.957,0.597,1.536,0.856653
"ITM2B",1.706,0.897,3.243,0.103284
"TMSB10",1.893,0.74,4.84,0.182685
"WDR6",1.108,0.564,2.176,0.766547
"EIF2AK1",0.9,0.537,1.507,0.688721
"RTFDC1",0.618,0.302,1.262,0.18646
"SNORD24",1.555,0.585,4.132,0.375956
"WAC",1.373,0.597,3.156,0.456033
"TMEM30A",1.495,0.987,2.266,0.057786
"NAA50",0.619,0.399,0.96,0.032267
"PDCD6IP",0.999,0.572,1.744,0.996148
"ADIPOR1",0.946,0.548,1.636,0.843831
"COPG1",0.889,0.628,1.26,0.508509
"UBE2Z",1.427,0.627,3.245,0.396782
"GSTK1",1.081,0.66,1.769,0.757437
"LOC101929876",0.956,0.58,1.578,0.860691
"DDX56",0.683,0.307,1.517,0.348887
"HN1",0.832,0.537,1.289,0.409885
"MIR1282",1.88,0.943,3.745,0.072833
"TM9SF3",1.188,0.625,2.26,0.599042
"ADI1",1.035,0.564,1.899,0.911236
"RAB31",1.217,1.007,1.471,0.042182
"NRBP1",1.052,0.564,1.963,0.87375
"TMEM50A",0.983,0.527,1.834,0.957837
"C3",0.969,0.833,1.127,0.680887
"C14orf166",0.974,0.516,1.839,0.935772
"POMP",1.101,0.692,1.752,0.686031
"MTCH2",0.542,0.31,0.946,0.031136
"NDUFA4",1.177,0.619,2.235,0.619289
"TRMT112",1.04,0.668,1.618,0.862033
"HACD3",1.097,0.757,1.59,0.62524
"SLC39A1",1.27,0.653,2.469,0.481912
"PNRC2",1.021,0.653,1.598,0.926975
"WDR83OS",1.162,0.596,2.265,0.658757
"ZNF106",1.386,0.76,2.525,0.286937
"GPS1",0.86,0.515,1.437,0.565513
"YPEL5",1.657,1.036,2.653,0.035197
"YKT6",0.885,0.545,1.436,0.620052
"GALNT2",0.912,0.479,1.734,0.778234
"SNX6",1.354,0.794,2.308,0.265666
"SSR3",0.877,0.554,1.387,0.574096
"ALDH18A1",0.765,0.465,1.257,0.290382
"SNX5",0.654,0.396,1.078,0.095905
"RAB11B",0.87,0.523,1.446,0.590183
"PRR13",0.652,0.363,1.168,0.150174
"TMEM43",1.311,0.621,2.77,0.477739
"NPLOC4",1.934,0.931,4.019,0.077043
"UFC1",1.183,0.637,2.197,0.594212
"CNOT2",1.283,0.371,4.437,0.693688
"UBE2H",3.11,1.196,8.091,0.020014
"NDFIP1",1.958,1.04,3.689,0.037531
"ATP5E",0.987,0.419,2.323,0.975421
"NUCKS1",1.009,0.596,1.71,0.973285
"GOLPH3",0.734,0.355,1.519,0.405091
"POLDIP2",0.509,0.286,0.908,0.022098
"SNORD23",0.907,0.501,1.643,0.74693
"MAPKAP1",1.033,0.562,1.9,0.915712
"BZW2",0.579,0.36,0.932,0.024488
"LARS",0.908,0.471,1.75,0.772376
"SELT",0.918,0.592,1.424,0.703769
"YTHDF2",0.868,0.443,1.702,0.680647
"SPIN1",2.081,1.235,3.504,0.005891
"CCDC47",0.734,0.484,1.113,0.145968
"SUPT16H",0.864,0.589,1.267,0.453577
"ARPC4",1.106,0.668,1.83,0.694896
"WBP11",0.605,0.343,1.069,0.083778
"UBE2J1",0.942,0.555,1.599,0.825996
"SLTM",1.154,0.7,1.903,0.575339
"USP39",0.691,0.387,1.234,0.211666
"NSFL1C",1.108,0.617,1.99,0.730118
"TGIF2-C20orf24",0.809,0.507,1.293,0.376346
"YY1AP1",0.749,0.383,1.464,0.398114
"RNF103-CHMP3",1.445,0.71,2.942,0.309795
"EVL",1.419,0.953,2.113,0.085068
"TFG",0.505,0.177,1.438,0.200454
"DDX41",0.835,0.449,1.552,0.569072
"PPME1",0.411,0.136,1.243,0.115239
"C7orf55-LUC7L2",0.979,0.497,1.927,0.950182
"MED4",0.994,0.656,1.504,0.97551
"CTDSP1",1.668,0.85,3.271,0.136867
"HIGD1A",0.903,0.663,1.23,0.51697
"MIR6890",0.747,0.403,1.383,0.352773
"THRAP3",1.074,0.358,3.227,0.898639
"PPA1",0.926,0.545,1.575,0.777201
"SNORD19B",0.761,0.505,1.146,0.19091
"PRELID3B",0.795,0.574,1.101,0.16722
"ARL8B",0.988,0.6,1.626,0.9608
"TNS3",1.952,0.937,4.067,0.074037
"SDF4",1.18,0.622,2.238,0.61253
"ARMCX3",1.352,0.996,1.836,0.053406
"PREB",0.784,0.441,1.395,0.407452
"PIAS1",2.038,1.165,3.566,0.012621
"CPSF7",1.88,0.606,5.836,0.274435
"BACE2",1.322,1.027,1.701,0.030023
"METTL9",2.044,0.95,4.398,0.067456
"MIF",0.981,0.658,1.464,0.925785
"PIH1D1",0.562,0.308,1.027,0.061153
"CAB39",1.062,0.709,1.589,0.770888
"SUCLG1",0.548,0.214,1.401,0.209008
"PMEPA1",1.2,0.967,1.49,0.098091
"GTF3C5",1.645,0.937,2.888,0.083326
"CDC27",0.928,0.588,1.463,0.746374
"MMADHC",0.842,0.457,1.549,0.579787
"NAT10",0.757,0.496,1.158,0.199275
"EPS15",1.4,0.829,2.366,0.20808
"ARFGAP1",1.091,0.662,1.798,0.733619
"CYBRD1",1.269,1.016,1.586,0.035823
"C16orf58",0.844,0.454,1.569,0.592456
"LIMA1",1.025,0.789,1.331,0.853628
"AKIRIN1",1.16,0.754,1.784,0.498843
"KCTD3",0.755,0.545,1.046,0.09094
"PTCD3",0.807,0.51,1.275,0.357751
"FAM192A",0.611,0.268,1.389,0.239271
"FXYD6",1.166,0.946,1.436,0.149764
"EMC7",1.225,0.588,2.549,0.588104
"TMEM214",1.062,0.609,1.851,0.832378
"IARS2",0.962,0.561,1.65,0.889252
"HERC2",1.32,0.852,2.046,0.213821
"STRN4",1.112,0.658,1.878,0.692353
"BACE1",2.02,1.213,3.366,0.006925
"MCMBP",0.611,0.264,1.415,0.250393
"KLHDC2",0.878,0.541,1.424,0.597705
"MRPL18",0.69,0.38,1.253,0.223193
"DCAF6",0.394,0.172,0.899,0.026827
"BAG3",1.295,0.892,1.88,0.174564
"DUS1L",1.001,0.598,1.675,0.998446
"VPS4A",0.579,0.283,1.182,0.133505
"RSL24D1",1.298,0.815,2.065,0.271974
"MRPL42",0.709,0.449,1.117,0.138347
"PEF1",1.109,0.612,2.01,0.731979
"C19orf53",1.172,0.659,2.087,0.58864
"SPCS1",0.696,0.372,1.301,0.255817
"PPP6R3",0.859,0.477,1.548,0.613034
"KIAA0319L",0.791,0.436,1.437,0.441145
"TOLLIP",0.559,0.225,1.388,0.209846
"MRPS7",0.768,0.491,1.203,0.248885
"LAP3",0.824,0.573,1.185,0.296987
"STUB1",0.911,0.454,1.83,0.794022
"UQCC1",0.883,0.529,1.474,0.634613
"HDAC7",2.448,1.016,5.899,0.046089
"KCMF1",0.702,0.322,1.532,0.374423
"AFTPH",1.016,0.556,1.855,0.960015
"NAXD",1.54,0.946,2.506,0.082538
"ERBIN",1.235,0.754,2.024,0.402412
"MRPS35",0.634,0.378,1.063,0.08382
"MAP7D1",1.612,1.091,2.38,0.01639
"POMGNT1",1.074,0.512,2.257,0.849559
"BTBD1",1.317,0.807,2.149,0.269833
"FAM127B",1.092,0.83,1.437,0.528577
"VKORC1",1.313,0.86,2.004,0.206487
"NOSIP",0.57,0.357,0.91,0.018431
"ENOPH1",1.264,0.799,1.999,0.316839
"CFAP20",0.643,0.381,1.084,0.097668
"MIR3656",0.502,0.246,1.025,0.058326
"TOMM22",0.685,0.413,1.136,0.142724
"SLC25A38",0.689,0.387,1.228,0.206303
"NOP10",1.717,0.937,3.147,0.08026
"BEX3",1.411,1.096,1.817,0.007627
"TTC19",0.887,0.57,1.38,0.594165
"SAP30BP",0.858,0.399,1.841,0.69352
"FAM129A",1.169,0.953,1.435,0.134156
"TSSC1",0.589,0.351,0.99,0.045857
"VPS51",0.884,0.559,1.399,0.597928
"CNOT6",1.228,0.732,2.06,0.435496
"LAMTOR3",1.246,0.829,1.872,0.290138
"CHCHD3",0.883,0.368,2.116,0.780104
"DCXR",0.917,0.638,1.318,0.63975
"TM7SF3",0.786,0.511,1.208,0.271805
"TCEAL9",1.564,1.15,2.127,0.004317
"DYNC1LI1",0.796,0.43,1.474,0.46867
"MSRB1",0.785,0.49,1.26,0.316483
"UBE2Q1",0.508,0.236,1.09,0.081889
"TSPAN13",0.814,0.635,1.044,0.104759
"MRPL16",0.748,0.452,1.237,0.257538
"TIMM10B",0.749,0.438,1.28,0.290521
"MORF4L1",1.456,0.889,2.387,0.135856
"BAZ1A",1.072,0.693,1.659,0.754613
"ASNSD1",0.911,0.575,1.442,0.68998
"CCNB1IP1",0.921,0.598,1.42,0.709826
"HSD17B11",1.055,0.758,1.469,0.750554
"GMPR2",0.807,0.459,1.417,0.45515
"SSBP3",1.087,0.672,1.759,0.733534
"EFHD2",1.603,0.926,2.775,0.092257
"MAT2B",0.812,0.418,1.575,0.537007
"MIR6727",0.945,0.502,1.781,0.862069
"SQRDL",0.936,0.67,1.307,0.696968
"PHLDA1",1.277,1.02,1.599,0.033144
"MRPS2",0.979,0.646,1.484,0.921332
"CXCL14",1.194,1.001,1.424,0.048735
"FKBP3",0.725,0.22,2.384,0.596196
"ZNF22",1.078,0.698,1.662,0.73578
"RPS27L",1.082,0.731,1.603,0.692389
"TMEM248",1.352,0.657,2.782,0.413324
"PRC1",0.925,0.688,1.243,0.603546
"PPDPF",1.051,0.702,1.574,0.809977
"UBL5",0.568,0.289,1.118,0.101838
"TSPYL2",1.775,0.927,3.401,0.083434
"DCTN4",1.233,0.559,2.72,0.60463
"NUP85",0.737,0.482,1.126,0.158043
"WRNIP1",0.771,0.21,2.833,0.694847
"LOC101060521",0.611,0.327,1.141,0.122051
"ZFAND3",1.488,0.667,3.321,0.331718
"DHRS4L2",0.824,0.556,1.221,0.334294
"FAM53C",1.354,0.705,2.602,0.362617
"MPC1",0.786,0.369,1.674,0.532801
"ECI2",0.88,0.698,1.11,0.281355
"COA3",0.475,0.23,0.981,0.044103
"MRPL15",0.701,0.455,1.079,0.106559
"MIR6734",0.809,0.48,1.363,0.425414
"FAM65A",1.577,0.821,3.03,0.171365
"GIT1",1.079,0.535,2.175,0.832677
"SNN",1.181,0.635,2.198,0.599425
"FIS1",1.423,0.863,2.345,0.166585
"RBM47",0.77,0.505,1.174,0.223935
"NMD3",1.032,0.653,1.632,0.89118
"FAM134A",0.806,0.415,1.565,0.524251
"NUSAP1",0.963,0.698,1.329,0.820195
"PRPF38B",1.163,0.775,1.745,0.46604
"SLC38A2",1.61,0.968,2.68,0.066749
"COPS4",1.029,0.406,2.61,0.951504
"AZI2",1.032,0.489,2.176,0.93454
"PTMS",1.509,0.851,2.676,0.158787
"MRPS16",0.623,0.358,1.085,0.094707
"OSBPL9",1.116,0.665,1.874,0.677854
"COMMD3",1.678,0.936,3.008,0.082449
"MRPL13",0.805,0.579,1.121,0.199146
"UFM1",1.132,0.755,1.697,0.548636
"ATP13A1",0.922,0.516,1.648,0.784463
"WDR41",1.055,0.587,1.895,0.858334
"BFAR",1.167,0.651,2.094,0.604008
"EMC8",0.639,0.359,1.138,0.128575
"CXXC1",0.937,0.442,1.989,0.865811
"ZNF706",0.702,0.405,1.215,0.205653
"MEA1",1.201,0.719,2.007,0.484235
"TMEM9B",0.987,0.645,1.51,0.951428
"SLC12A7",1.619,0.909,2.883,0.101747
"ARGLU1",1.199,0.756,1.9,0.440287
"ZNF672",0.5,0.208,1.204,0.122244
"DCTPP1",0.483,0.306,0.764,0.001838
"GMPPA",0.482,0.261,0.89,0.019596
"COMMD9",0.831,0.457,1.511,0.543712
"NDC1",0.719,0.514,1.008,0.055426
"FAM96B",0.51,0.284,0.919,0.02496
"AAAS",0.901,0.435,1.868,0.779486
"ARHGAP17",1.034,0.564,1.893,0.914217
"ZDHHC3",0.802,0.436,1.476,0.478115
"FAF1",0.8,0.366,1.749,0.576131
"C20orf27",0.694,0.454,1.061,0.091842
"UBP1",0.866,0.494,1.519,0.61631
"PTGES2",0.888,0.464,1.702,0.721042
"FXYD5",1.216,0.914,1.618,0.178943
"CHMP5",1.078,0.719,1.618,0.715914
"NPDC1",1.045,0.767,1.423,0.779425
"RRAGC",1.692,0.783,3.656,0.180916
"AAR2",0.908,0.564,1.463,0.691982
"WDR11",1.306,0.867,1.967,0.202328
"ANKRD10",1.824,0.94,3.538,0.075328
"SYS1-DBNDD2",0.805,0.599,1.083,0.151925
"TMEM165",1.954,0.702,5.442,0.199714
"AGPAT5",1.008,0.682,1.491,0.966672
"CUEDC2",1.215,0.719,2.051,0.466707
"TEX2",0.737,0.407,1.335,0.314416
"IFT57",0.621,0.392,0.983,0.041824
"NDUFC2-KCTD14",0.931,0.553,1.568,0.788984
"DERA",0.685,0.421,1.116,0.128935
"FTSJ3",0.804,0.459,1.407,0.444049
"MRPL4",0.494,0.31,0.787,0.003014
"MRPS10",1.019,0.631,1.644,0.940062
"WDR26",1.447,0.718,2.919,0.301353
"UBR7",0.658,0.393,1.1,0.110665
"MFSD1",1.166,0.748,1.817,0.498005
"XAB2",0.819,0.517,1.299,0.39602
"CMAS",0.695,0.399,1.208,0.19701
"MRPS34",0.598,0.334,1.072,0.084176
"TMEM2",1.161,0.784,1.72,0.455574
"ASF1B",0.669,0.48,0.934,0.018096
"C9orf78",1.622,0.825,3.19,0.161152
"RBX1",1.016,0.585,1.763,0.955513
"TIMM23B",0.873,0.466,1.636,0.672401
"HMOX2",0.767,0.376,1.564,0.465763
"SENP2",0.52,0.239,1.132,0.099698
"C21orf59",0.672,0.251,1.797,0.428433
"RETSAT",0.947,0.647,1.387,0.780566
"CCDC25",1.069,0.65,1.759,0.791674
"RMDN3",1.599,0.852,3.003,0.144056
"NFYB",1,0.626,1.598,0.999143
"C17orf62",1.038,0.574,1.877,0.901951
"GATAD2A",0.49,0.18,1.337,0.163823
"TSEN34",0.755,0.417,1.364,0.350942
"NIF3L1",0.633,0.351,1.143,0.129728
"RBM22",0.62,0.285,1.348,0.227455
"ERGIC2",1.049,0.588,1.87,0.871449
"SLC25A37",1.031,0.625,1.701,0.905582
"SMAP1",0.997,0.667,1.491,0.988265
"MKKS",0.96,0.669,1.376,0.822774
"SRPRB",0.703,0.413,1.199,0.195968
"CRBN",1.206,0.758,1.919,0.429397
"SCAMP2",1.139,0.66,1.964,0.639885
"INF2",1.153,0.507,2.623,0.734669
"GLT8D1",1.452,0.819,2.574,0.202305
"CENPT",0.49,0.221,1.088,0.079796
"ZNF395",0.863,0.459,1.622,0.647654
"LOC101929356",0.894,0.563,1.418,0.633042
"SLC52A2",1.02,0.715,1.455,0.912967
"HMG20A",1.088,0.649,1.824,0.748929
"GSDMD",0.908,0.555,1.484,0.698975
"TSR1",1.114,0.593,2.092,0.736829
"CDC42SE1",0.97,0.445,2.115,0.939537
"APPL1",1.078,0.776,1.499,0.65323
"DDRGK1",1.106,0.714,1.713,0.651218
"NDUFA8",0.727,0.413,1.278,0.267894
"OLFML3",1.213,0.974,1.511,0.084503
"SPATA20",1.053,0.709,1.565,0.798304
"MEAF6",1.315,0.541,3.195,0.545051
"RSF1",1.416,0.791,2.535,0.241681
"AMZ2",0.94,0.579,1.525,0.80089
"COQ8A",0.529,0.326,0.856,0.009502
"ISOC1",0.685,0.463,1.015,0.059471
"VPS4B",1.011,0.687,1.489,0.955083
"DERL1",0.66,0.345,1.262,0.208927
"WHSC1L1",1.343,0.699,2.58,0.375828
"TMEM254",0.95,0.611,1.476,0.818052
"CCDC92",1.355,0.908,2.022,0.136882
"MAGEF1",0.875,0.509,1.505,0.629453
"CHMP1B",0.95,0.615,1.466,0.81562
"TRAPPC11",0.744,0.392,1.414,0.367019
"EPS8L2",0.608,0.299,1.234,0.167912
"CLDN1",1.068,0.882,1.293,0.498438
"CDIP1",0.941,0.623,1.421,0.771352
"TULP4",1.149,0.589,2.241,0.683861
"ARMC1",0.946,0.634,1.411,0.784903
"RAB25",0.877,0.662,1.161,0.358725
"C8orf33",0.817,0.601,1.11,0.195391
"TIMM13",0.322,0.133,0.781,0.01213
"NANS",0.411,0.198,0.852,0.016889
"UQCR10",0.88,0.548,1.414,0.597815
"LMBRD1",1.702,0.88,3.293,0.114258
"IP6K2",0.727,0.418,1.265,0.259508
"GOLT1B",1.147,0.729,1.805,0.552279
"REXO2",0.653,0.325,1.309,0.229306
"ARMT1",1.02,0.74,1.406,0.905337
"OSTM1",1.131,0.708,1.805,0.60715
"OXR1",1.299,0.789,2.141,0.304098
"DHX32",1.222,0.69,2.161,0.491912
"NOL6",0.907,0.417,1.973,0.805186
"NDUFB2",0.952,0.436,2.08,0.901996
"MRPL44",0.515,0.328,0.809,0.003945
"MKNK2",0.921,0.562,1.509,0.743607
"SCAND1",0.868,0.579,1.3,0.491335
"STMN3",1.019,0.78,1.33,0.891787
"PQLC1",0.611,0.271,1.381,0.236536
"FN3KRP",0.627,0.367,1.069,0.086468
"MLPH",1.075,0.893,1.296,0.44414
"MOCS2",0.786,0.424,1.455,0.442875
"TMEM258",1.412,0.732,2.725,0.303786
"ATG101",1.164,0.662,2.045,0.59851
"NR1H2",1.157,0.655,2.043,0.615605
"ARL6IP4",1.309,0.689,2.487,0.410755
"APPL2",0.945,0.7,1.275,0.711784
"LANCL2",0.699,0.316,1.546,0.376502
"C12orf10",1.059,0.654,1.713,0.815675
"PLEKHO1",1.186,0.915,1.537,0.197752
"PNMA1",1.174,0.908,1.518,0.220076
"ECSIT",0.485,0.275,0.854,0.012183
"NDUFB4",0.422,0.13,1.369,0.150611
"NUBP2",0.796,0.42,1.51,0.48471
"TNKS2",1.527,0.783,2.979,0.214325
"POGK",0.985,0.482,2.012,0.966553
"NAGK",1.281,0.784,2.091,0.32297
"C1QA",1.129,0.924,1.379,0.234023
"TOMM6",0.992,0.565,1.74,0.976691
"ING4",1.373,0.585,3.221,0.466078
"UTP11",0.945,0.365,2.448,0.907813
"SLC38A1",1.08,0.63,1.85,0.77951
"NKIRAS2",0.783,0.411,1.495,0.458904
"GOLGA5",0.968,0.61,1.536,0.890811
"KMT5B",1.282,0.774,2.124,0.334201
"RUFY1",1.03,0.27,3.927,0.96538
"NOL8",0.957,0.639,1.432,0.828967
"TSKU",0.83,0.463,1.488,0.531894
"MUL1",0.954,0.436,2.09,0.907275
"FAM111A",1.649,0.729,3.733,0.230029
"ZDHHC6",0.682,0.372,1.25,0.215961
"MID1IP1",1.314,0.884,1.953,0.177629
"EIF2D",0.848,0.493,1.457,0.549298
"FBRS",1.321,0.638,2.736,0.454035
"UGGT1",0.752,0.36,1.572,0.449187
"POLR1D",1.08,0.709,1.644,0.720532
"DDA1",1.244,0.41,3.774,0.700079
"AP1M2",0.634,0.417,0.963,0.032804
"ZBED5",0.786,0.278,2.22,0.649243
"BCCIP",0.825,0.504,1.351,0.445583
"SECISBP2",1.217,0.764,1.937,0.407952
"NCS1",1.38,0.635,2.997,0.416327
"TBC1D15",0.894,0.486,1.642,0.717007
"DROSHA",0.785,0.478,1.29,0.339922
"MRPL24",0.819,0.473,1.42,0.477681
"PARL",0.547,0.269,1.115,0.096985
"PDP1",1.184,0.89,1.575,0.246401
"ANKZF1",0.561,0.267,1.18,0.127594
"SLC25A10",0.696,0.439,1.103,0.12303
"SAV1",1.153,0.702,1.894,0.574632
"DHX40",0.935,0.629,1.39,0.740443
"WDR74",0.666,0.329,1.351,0.260033
"MRPL48",0.699,0.417,1.17,0.17297
"EDEM2",0.671,0.413,1.09,0.106743
"SS18L2",0.8,0.428,1.496,0.484582
"BDH2",1.121,0.695,1.808,0.638752
"RNF7",0.895,0.403,1.986,0.784498
"AGO1",0.926,0.387,2.215,0.863527
"UBA5",0.594,0.372,0.949,0.029344
"MIR6789",0.621,0.35,1.102,0.103375
"LAMTOR2",0.898,0.529,1.524,0.689419
"MSTO2P",0.507,0.287,0.894,0.018819
"C11orf24",1.09,0.61,1.947,0.771642
"PAGR1",0.627,0.339,1.158,0.135811
"RNPEPL1",1.205,0.62,2.342,0.581426
"PSENEN",0.785,0.534,1.155,0.219392
"KRCC1",0.963,0.713,1.301,0.806344
"OSBPL11",0.641,0.335,1.226,0.178931
"HERC1",5.39,1.529,19.004,0.008782
"RSAD1",0.766,0.43,1.366,0.366192
"TACC3",0.898,0.636,1.266,0.538998
"CAMK2N1",1.176,0.858,1.613,0.312967
"MAP4K3",0.965,0.7,1.331,0.828043
"GALNT7",0.938,0.737,1.194,0.60288
"CDK5RAP1",0.65,0.412,1.026,0.06427
"TIMM9",0.915,0.54,1.552,0.742871
"SLX1A",1.105,0.68,1.795,0.686448
"NLK",0.821,0.524,1.286,0.388343
"PELI1",1.305,0.942,1.806,0.109024
"NDUFB11",1.163,0.681,1.986,0.580989
"STYXL1",1.197,0.729,1.968,0.477176
"ACSL5",0.906,0.655,1.254,0.552013
"RHOT1",1.078,0.643,1.81,0.775383
"LGR4",0.533,0.264,1.077,0.079426
"SNAP29",0.976,0.543,1.754,0.935093
"COQ4",0.925,0.536,1.596,0.778881
"BEX1",0.886,0.599,1.311,0.545761
"DERL2",1.76,0.9,3.442,0.098377
"THOC7",0.583,0.333,1.023,0.059839
"TNIP2",1.409,0.63,3.149,0.403867
"PFDN2",0.844,0.5,1.423,0.523472
"FAM160B2",1.078,0.344,3.377,0.897988
"PHC1",2.131,1.268,3.584,0.004311
"MRPL22",0.731,0.44,1.214,0.225978
"PPCS",0.707,0.401,1.247,0.231034
"ERMP1",0.705,0.468,1.06,0.093111
"RCOR3",1.23,0.663,2.283,0.511628
"TMEM176A",1.2,0.917,1.572,0.184507
"SESN1",1.028,0.831,1.272,0.800969
"TYW1",0.958,0.537,1.71,0.885182
"ZC3H7A",1.25,0.708,2.208,0.442036
"ZWILCH",0.993,0.712,1.387,0.969336
"GMNN",0.678,0.495,0.928,0.015401
"COMMD8",1.118,0.787,1.588,0.534928
"TRAPPC2L",0.583,0.249,1.366,0.214186
"KIF4A",0.85,0.651,1.109,0.230727
"MRM2",0.721,0.423,1.229,0.229244
"TIMM8B",0.745,0.41,1.353,0.333726
"CRELD2",0.695,0.433,1.117,0.133145
"NRSN2",1.762,1.078,2.88,0.023922
"GOLPH3L",0.818,0.558,1.201,0.305741
"LRRFIP2",0.462,0.203,1.053,0.066195
"DARS2",0.538,0.325,0.892,0.016182
"USP21",0.686,0.361,1.303,0.249493
"TNFRSF12A",1.136,0.815,1.583,0.451531
"S100PBP",0.889,0.539,1.468,0.646833
"PSPC1",1.188,0.635,2.224,0.589872
"MED9",1.137,0.485,2.665,0.767438
"AKTIP",0.869,0.504,1.498,0.614109
"C12orf4",0.896,0.602,1.334,0.589669
"NUDT9",0.706,0.417,1.194,0.193646
"MICAL1",0.945,0.589,1.516,0.815012
"RWDD2B",1.316,0.869,1.992,0.194318
"RBM7",0.866,0.553,1.356,0.530128
"LOC728392",1.073,0.773,1.49,0.672525
"MIR4707",0.856,0.525,1.395,0.532754
"MRPS18A",0.765,0.444,1.318,0.334194
"USP16",1.228,0.794,1.899,0.355173
"FAM204A",0.98,0.485,1.983,0.95587
"SNF8",0.814,0.469,1.414,0.46578
"SFXN1",0.905,0.55,1.492,0.696776
"SMU1",0.963,0.464,1.997,0.918607
"ROGDI",1.388,0.874,2.205,0.164595
"ACTR6",0.649,0.339,1.244,0.192621
"VPS13C",1.603,0.883,2.908,0.120664
