"gene_symbol","dir_GSE104645","dir_GSE28702","dir_GSE72970","dir_GSE69657","dir_GSE39582"
"RP11-201A3.1",NA,"up","down","up","down"
"LOC101929239",NA,"down","down","up","down"
"LOC388780",NA,"up","down","down","down"
"RP3-522P13.1",NA,"down","up","down","up"
"LOC574538",NA,"up","down","down","up"
"LOC101928100",NA,"up","up","up","down"
"LOC145694",NA,"up","down","down","down"
"LOC283038",NA,"up","up","down","up"
"LOC101928748",NA,"up","down","up","down"
"LOC101060609",NA,"up","up","up","up"
"LOC101929681",NA,"down","down","down","up"
"LOC439994 /// LOC642361",NA,"up","up","down","up"
"LINC01342",NA,"up","down","down","down"
"LINC01398",NA,"down","down","down","up"
"LOC101928739",NA,"down","down","down","down"
"FRG1 /// LOC100289097 /// LOC101930278 /// LOC101930531",NA,"up","up","up","down"
"LINC00488",NA,"down","down","down","down"
"RP11-680G24.5",NA,"up","down","up","up"
"MIR6748 /// TMEM179B",NA,"down","down","down","down"
"IGH /// IGHA1 /// IGHD /// IGHG1 /// IGHG3 /// IGHM /// IGHV3-23 /// IGHV4-31",NA,"down","down","down","down"
"LOC399491",NA,"up","down","up","up"
"LOC101928043",NA,"up","down","up","down"
"LOC101928580",NA,"down","down","down","down"
"HIST1H4PS1 /// HIST1H4PS1",NA,"up","down","up","down"
"GTF2I /// GTF2IP1 /// LOC100093631",NA,"up","down","up","up"
"EP300-AS1",NA,"down","up","up","down"
"FLJ25694 /// KRTAP21-1 /// LOC101929344",NA,"up","up","down","up"
"LEPREL4",NA,"down","up","up","up"
"LOC101929272",NA,"down","up","down","down"
"LOC102723757",NA,"down","down","up","up"
"FAM21EP /// FAM21FP",NA,"up","up","down","down"
"PERM1",NA,"up","down","down","down"
"C14orf23",NA,"down","up","down","down"
"JAKMIP2-AS1",NA,"up","down","down","down"
"LOC101927086",NA,"up","down","up","down"
"RPS6KA2-AS1",NA,"down","up","down","down"
"LINC00382",NA,"down","up","up","down"
"AK024242 /// RP11-758M4.4",NA,"down","down","up","down"
"CHL1-AS2 /// CHL1-AS2",NA,"up","down","down","up"
"CTD-2542L18.1",NA,"down","up","up","up"
"LOC286121",NA,"down","down","down","down"
"CR1L",NA,"up","down","down","down"
"LOC101927314",NA,"down","down","down","down"
"FAM153A /// FAM153B /// FAM153C /// LOC100507387 /// LOC101928349 /// LOC101930363",NA,"down","down","down","up"
"AK025117 /// GPATCH2L",NA,"up","up","up","up"
"LOC101060429 /// LOC101930013 /// LOC101930075 /// LOC399491 /// NPIPA1 /// NPIPA2 /// NPIPA3 /// NPIPA5 /// NPIPA7 /// NPIPA8 /// PKD1 /// PKD1P1",NA,"down","down","down","down"
"LOC101927531",NA,"up","up","down","down"
"RP11-196G18.23",NA,"up","up","down","down"
"BTNL2",NA,"down","down","up","down"
"RPL35P8 /// RPL35P8",NA,"down","up","down","down"
"CTB-31O20.2",NA,"up","up","up","down"
"IGHG1 /// LOC100293211",NA,"up","down","up","up"
"YTHDF3-AS1",NA,"down","down","down","down"
"PRSS3P2",NA,"up","down","up","down"
"UGT1A1",NA,"down","up","up","down"
"LOC101929315",NA,"down","down","up","down"
"AX747192 /// RP11-783K16.14",NA,"down","down","down","down"
"LOC100506526",NA,"down","up","up","down"
"RP11-324L17.1",NA,"down","up","down","up"
"TEX43",NA,"up","up","down","down"
"AL831948 /// RP1-197B17.3",NA,"up","down","down","down"
"RP11-385F5.4",NA,"up","up","down","down"
"NAV2-IT1",NA,"down","down","up","up"
"ANKRD20A1 /// ANKRD20A11P /// ANKRD20A2 /// ANKRD20A3 /// ANKRD20A4 /// ANKRD20A5P /// ANKRD20A9P /// LOC102723891 /// LOC102725051",NA,"up","up","up","up"
"SOS1-IT1 /// SOS1-IT1",NA,"down","up","up","up"
"LOC100507201",NA,"down","up","down","down"
"LOC102724640",NA,"down","down","down","down"
"CENPBD1P1 /// RPL23AP7",NA,"up","up","down","up"
"TBC1D28",NA,"up","down","down","down"
"HYALP1",NA,"up","up","up","down"
"C10orf55",NA,"down","up","down","down"
"OR14J1",NA,"down","up","up","up"
"EFTUD1",NA,"down","up","up","up"
"RP11-546O6.4",NA,"down","down","up","down"
"RP11-339B21.15",NA,"down","up","up","down"
"MICA /// MICB",NA,"down","down","up","down"
"LOC283482",NA,"up","up","up","down"
"PNLIPRP3",NA,"down","down","down","down"
"FAM27B /// FAM27C",NA,"up","down","down","down"
"CTNNAP1",NA,"up","up","up","down"
"FFAR3 /// GPR42",NA,"down","down","down","down"
"U47924.27",NA,"down","up","up","down"
"LOC101929027",NA,"down","down","up","down"
"FAM132B",NA,"down","up","down","up"
"RP11-352B15.2",NA,"up","down","up","down"
"LOC100652911",NA,"up","up","up","up"
"GNL3 /// SNORD19B",NA,"up","up","up","down"
"DDT /// DDTL",NA,"down","up","up","down"
"NUS1 /// NUS1P3",NA,"up","up","up","down"
"RP4-647C14.3",NA,"down","up","down","down"
"LOC100133039",NA,"up","down","down","down"
"BV03S1J2.2 /// IL23A /// TCRB /// TCRVB /// TRBC2 /// TRBC2 /// TRBJ2-7 /// TRBJ2-7 /// TRBV19",NA,"down","down","down","down"
"RP5-1031D4.2",NA,"down","down","down","down"
"DKFZp434L192 /// LOC100653233",NA,"down","down","up","down"
"RPSA /// RPSAP19 /// RPSAP58 /// RPSAP9 /// SNORA6 /// SNORA62",NA,"down","up","up","down"
"C19orf54",NA,"up","down","down","up"
"LOC101927723",NA,"up","down","up","down"
"CTD-2540F13.2",NA,"up","up","up","down"
"LOC101927820",NA,"up","up","down","down"
"GPR37 /// SEL1L2",NA,"up","up","down","up"
"LINC00648",NA,"up","down","down","up"
"HSFX1 /// HSFX2",NA,"up","down","down","down"
"LOC101929459",NA,"down","up","down","down"
"TMEM14B /// TMEM14C",NA,"down","down","up","up"
"LOC100132078",NA,"up","down","down","up"
"ABCC6 /// ABCC6P1 /// ABCC6P2 /// LOC101930322",NA,"up","down","down","down"
"MIR7109 /// PISD",NA,"up","up","down","down"
"DGKI /// LOC100128727",NA,"up","up","down","up"
"C15orf26",NA,"down","down","down","down"
"LOC101927420",NA,"up","down","up","down"
"BAGE2 /// BAGE3 /// BAGE5 /// KMT2C",NA,"up","up","up","down"
"AC139100.2 /// PARD6G-AS1",NA,"down","up","up","up"
"CASC3 /// MIR6866",NA,"up","up","down","down"
"LOC340184",NA,"up","up","up","up"
"RP11-1217F2.1",NA,"down","down","up","down"
"LOC101927877",NA,"up","up","up","up"
"MIR10A",NA,"down","up","up","up"
"NAV2-AS2",NA,"down","down","up","down"
"FLJ32255",NA,"up","up","down","down"
"RP11-231E19.1",NA,"up","up","down","up"
"BC015774 /// SEPT7P2",NA,"down","down","down","down"
"TTTY1 /// TTTY1B",NA,"up","up","up","up"
"LOC100506606",NA,"down","down","up","down"
"APOA1BP",NA,"up","down","up","down"
"LOC388942",NA,"up","up","up","down"
"DLG5-AS1",NA,"up","up","up","up"
"LOC101926943",NA,"down","down","down","down"
"AC010980.2 /// LOC440934 /// LOC440934",NA,"up","down","down","down"
"HOXD-AS2",NA,"down","up","down","up"
"AP001630.5",NA,"down","down","down","down"
"LOC101060181 /// LOC101928574 /// ZNF44",NA,"up","down","down","down"
"LOC100506860",NA,"up","up","down","up"
"RP11-44N11.3",NA,"down","up","up","down"
"LOC100131043",NA,"down","up","down","up"
"DNM1P41",NA,"down","down","up","down"
"RP11-543C4.1",NA,"up","down","down","down"
"PCNAP3 /// PCNAP3",NA,"down","down","up","down"
"NCF1 /// NCF1B /// NCF1C",NA,"up","up","down","down"
"LINC00263",NA,"down","down","up","down"
"FCGR1A /// FCGR1B /// FCGR1C",NA,"up","down","down","down"
"RP3-406P24.1",NA,"up","down","up","down"
"HDHD1",NA,"down","down","up","up"
"KIAA1614-AS1",NA,"down","down","down","down"
"LOC101928865",NA,"up","up","down","down"
"LOC101926928",NA,"up","up","down","down"
"ST3GAL4-AS1",NA,"down","down","down","up"
"LOC101928271",NA,"down","up","up","down"
"RP11-382F24.1 /// RP11-382F24.2",NA,"up","up","up","down"
"LOC644794",NA,"up","down","down","up"
"LOC51145",NA,"up","up","up","up"
"EDNRB-AS1",NA,"up","up","down","down"
"NUP153 /// RP11-500C11.3",NA,"down","up","down","down"
"CTB-102L5.7",NA,"down","up","up","up"
"PARD3-AS1",NA,"up","up","up","up"
"RNF5 /// RNF5P1",NA,"down","up","down","down"
"MALRD1",NA,"down","up","up","up"
"LOC101927040",NA,"down","down","down","down"
"BC048103 /// CSGALNACT1",NA,"down","down","down","up"
"LOC101928995",NA,"up","down","down","down"
"RP11-1191J2.5",NA,"down","down","down","down"
"LOC100506082",NA,"down","up","up","up"
"MIR7110 /// PDIA5",NA,"down","down","down","down"
"LOC101927330",NA,"down","up","up","down"
"RP11-692P14.1",NA,"down","down","up","down"
"LOC102724511",NA,"up","down","down","down"
"FLJ16124 /// LOC101927533",NA,"down","down","up","down"
"BC036261 /// GS1-18A18.2",NA,"up","down","up","down"
"LINC01395",NA,"down","up","up","down"
"RP11-109D24.1",NA,"up","down","down","up"
"RP11-1137G4.3",NA,"up","down","up","down"
"RP11-297L17.2",NA,"down","up","up","down"
"AL832909 /// LINC00984 /// LINC00984 /// LINC00984",NA,"down","up","down","up"
"CIT /// MIR1178",NA,"down","up","up","down"
"KRMP1",NA,"up","down","up","down"
"LINC00112",NA,"up","down","up","down"
"BC048997",NA,"down","down","up","down"
"MIR4315-1 /// MIR4315-2 /// MIR6080 /// PLEKHM1 /// PLEKHM1P",NA,"down","down","down","down"
"RP13-258O15.1 /// RPL26P37 /// RPL26P37",NA,"up","down","up","up"
"IGHV7-81 /// IGHV7-81",NA,"up","down","up","down"
"LINC00152 /// LOC101930489",NA,"down","down","down","up"
"TTTY6 /// TTTY6B",NA,"up","down","down","down"
"LINC00887",NA,"down","up","down","up"
"LOC101929857 /// LOC101929864 /// SLX1A /// SLX1A-SULT1A3 /// SLX1B /// SULT1A3 /// SULT1A4",NA,"up","down","down","up"
"LOC283516",NA,"down","up","up","down"
"FAS-AS1",NA,"up","down","down","down"
"LOC100507540",NA,"down","down","down","down"
"BMS1P20 /// LOC101929959",NA,"up","up","up","down"
"RP11-66N11.7",NA,"down","down","up","down"
"MIR4435-1HG /// RP11-181E10.3",NA,"up","up","down","up"
"RP11-568N6.1",NA,"down","down","up","down"
"B3GALT5",NA,"up","up","down","down"
"TRAC /// TRAJ17 /// TRAV20 /// TRDV2",NA,"down","up","down","down"
"LOC101060275 /// LOC101929910 /// LOC613037 /// NPIPA5 /// NPIPB11 /// NPIPB3 /// NPIPB4 /// NPIPB5",NA,"up","down","up","up"
"LOC100509303",NA,"down","down","up","up"
"LOC101927406",NA,"up","down","down","up"
"GNAT3",NA,"down","up","up","down"
"LOC102723380",NA,"up","down","down","down"
"TVP23A",NA,"up","down","up","down"
"LOC102724201",NA,"down","down","up","down"
"LOC102724323",NA,"down","down","up","down"
"DBET /// DUX4 /// DUX4L1 /// DUX4L2 /// DUX4L24 /// DUX4L3 /// DUX4L4 /// DUX4L5 /// DUX4L6 /// DUX4L7 /// DUX4L8 /// LOC100288289 /// LOC100291626 /// LOC652301",NA,"down","down","up","down"
"RP11-650K20.3",NA,"down","down","down","down"
"PTCSC1",NA,"down","down","up","down"
"PCAT19",NA,"down","up","down","up"
"GGT1 /// GGT2 /// GGT3P /// GGT8P /// GGTLC1 /// GGTLC2 /// LOC100132705 /// LOC102724197",NA,"down","down","up","up"
"ANKRD46 /// GAPDHP62",NA,"up","down","up","up"
"RP6-24A23.7",NA,"up","down","up","down"
"EIF5 /// SNORA28",NA,"up","up","up","up"
"DKFZp434E1119",NA,"down","up","down","up"
"PCDHGA11 /// PCDHGC3",NA,"up","up","up","down"
"DNMBP /// LOC101927371",NA,"up","down","down","down"
"ID2 /// ID2B",NA,"up","up","down","down"
"RP4-560B9.4",NA,"down","down","down","down"
"LOC101928707",NA,"up","up","down","up"
"LOC101928961",NA,"up","up","down","down"
"LINC00341 /// SYNE3",NA,"up","up","down","down"
"CMPK2",NA,"down","down","up","down"
"LOC101927057 /// OMG",NA,"up","down","down","up"
"SPANXB1",NA,"down","down","up","up"
"RP11-454F8.2",NA,"up","up","down","up"
"LOC101929289",NA,"down","down","down","down"
"CCDC103 /// FAM187A",NA,"up","down","down","up"
"DDX26B",NA,"up","down","down","down"
"RP11-552M11.8",NA,"down","up","up","up"
"LOC102725263 /// LOC389906",NA,"down","up","up","up"
"GRM6",NA,"up","up","down","down"
"COX6CP2 /// COX6CP2",NA,"up","down","up","down"
"RP11-177N22.3",NA,"down","down","down","down"
"LOC100996902",NA,"down","down","down","down"
"LOC101927278",NA,"down","down","up","down"
"RALY-AS1",NA,"up","down","up","down"
"SEC14L1P1",NA,"down","up","down","down"
"BC036309 /// RP11-298H24.1",NA,"down","down","down","down"
"BC113958",NA,"up","down","down","up"
"LOC101928545",NA,"down","down","up","down"
"MYLK-AS1",NA,"down","down","down","down"
"LOC349160 /// MIR490",NA,"down","up","down","up"
"LOC728819",NA,"up","down","up","up"
"LOC100287896",NA,"down","down","up","up"
"RP11-457K10.1",NA,"up","down","up","down"
"LOC100996654",NA,"up","up","up","down"
"LOC401220",NA,"up","up","down","down"
"LOC100130285",NA,"down","down","up","down"
"LOC101930578 /// MRPS31P5 /// THSD1",NA,"up","up","up","up"
"LOC101929406",NA,"down","down","up","down"
"BC039319",NA,"down","up","down","down"
"LINC01001 /// LINC01347 /// LOC101060494 /// LOC101926894 /// LOC101929038 /// LOC101929819 /// LOC101930127 /// LOC101930567 /// LOC388572",NA,"down","up","up","down"
"LOC100506127",NA,"down","down","down","down"
"RP11-465B22.8",NA,"down","down","up","down"
"PRKRIR",NA,"down","up","up","up"
"MIR7114 /// NSMF",NA,"up","down","down","down"
"LINC01254",NA,"up","up","up","down"
"HNRNPCL1 /// HNRNPCL2 /// LOC101060301 /// LOC649330",NA,"down","down","down","down"
"MIR22 /// MIR22HG",NA,"up","up","down","up"
"DKFZP434L187 /// DKFZP434L187",NA,"up","up","down","up"
"CTSLP8",NA,"down","down","down","down"
"LOC101929084",NA,"up","down","up","up"
"LOC101928968",NA,"down","down","up","up"
"LOC101927701",NA,"up","down","up","up"
"BC033528 /// U73166.2",NA,"down","down","down","down"
"LOC286058",NA,"down","down","down","down"
"RP11-1024P17.1",NA,"down","up","down","down"
"SRCRB4D",NA,"down","down","down","down"
"CKAP2 /// IGLJ3 /// IGLV3-19 /// IGLV3-19",NA,"up","down","down","down"
"LOC403323 /// RP11-791G15.1",NA,"down","down","up","up"
"ZNF625 /// ZNF625-ZNF20",NA,"down","up","down","up"
"GDPGP1",NA,"up","up","up","up"
"LOC101927965 /// LRAT",NA,"up","down","up","up"
"RP1-20C7.6",NA,"down","down","down","up"
"RP11-203B7.1",NA,"up","down","down","down"
"CST4",NA,"down","down","up","up"
"CASP16",NA,"down","down","down","down"
"CCDC169 /// CCDC169-SOHLH2",NA,"up","down","down","down"
"AC010145.4",NA,"up","down","up","down"
"H1FX-AS1 /// H1FX-AS1",NA,"up","up","down","down"
"BC069004",NA,"up","up","down","down"
"TMOD4 /// VPS72",NA,"down","up","down","down"
"LOC102725136 /// LOC441666",NA,"up","up","down","up"
"GS1-111G14.1",NA,"up","down","up","down"
"LOC102724611",NA,"down","down","up","up"
"NHP2L1",NA,"down","up","down","down"
"LINC00452",NA,"down","up","up","down"
"OR7E19P",NA,"up","down","down","up"
"RP11-489E7.4",NA,"down","down","down","down"
"LL0XNC01-116E7.2",NA,"down","down","up","down"
"SMIM2-AS1",NA,"down","up","up","down"
"FLJ32955",NA,"down","down","down","up"
"GUSBP2",NA,"down","up","up","up"
"IGH /// IGHA1 /// IGHA2",NA,"up","down","down","up"
"C6orf147 /// KHDC1",NA,"up","up","down","down"
"C5orf55",NA,"down","up","down","up"
"RP11-381P6.1",NA,"down","up","down","up"
"AF279780",NA,"up","up","down","down"
"ZMIZ1-AS1",NA,"down","up","down","down"
"RP11-182L21.5",NA,"up","down","up","up"
"TCRA /// TRAV8-6 /// TRAV8-6",NA,"down","up","up","down"
"MSANTD3-TMEFF1 /// TMEFF1",NA,"down","up","down","up"
"AL022341.3",NA,"down","down","up","down"
"LOC101927286",NA,"down","down","up","up"
"TMEM44-AS1",NA,"up","up","up","down"
"AP001063.1",NA,"up","down","up","up"
"GNAT2",NA,"down","down","up","down"
"AK096335 /// AP000662.4",NA,"down","down","down","down"
"NUS1P3",NA,"up","up","up","down"
"LOC101928820",NA,"up","up","up","up"
"LOC101927081",NA,"down","down","down","up"
"RP11-619L19.1",NA,"down","down","up","down"
"BC035400",NA,"down","down","down","down"
"ERVMER61-1",NA,"up","up","up","down"
"CTD-2251F13.1",NA,"down","down","up","down"
"GS1-259H13.2",NA,"down","up","down","down"
"LOC102723704",NA,"up","down","down","down"
"LOC100129029 /// LOC100131270",NA,"up","down","down","up"
"LINC01289",NA,"down","up","up","down"
"LINC01169",NA,"down","up","down","down"
"RP11-218C14.8",NA,"down","down","down","down"
"MIR3185 /// PRAC2",NA,"down","up","down","up"
"LOC100506530",NA,"down","down","up","down"
"RP9 /// RP9P",NA,"down","up","up","down"
"LINC00895",NA,"up","down","down","up"
"DLEU7-AS1",NA,"up","down","up","up"
"CA5B /// CA5BP1",NA,"up","up","up","up"
"MEF2C-AS1",NA,"up","down","up","down"
"MGC12488",NA,"up","up","down","up"
"CTB-92J24.2",NA,"down","up","down","down"
"LOC101929504",NA,"up","down","down","up"
"LOC101929963 /// LOC101930299",NA,"up","up","down","down"
"SEC1P",NA,"up","down","down","down"
"LINC01267",NA,"down","down","down","down"
"MEG9",NA,"up","up","down","up"
"USP2-AS1",NA,"down","down","up","down"
"LOC100134040",NA,"up","up","down","down"
"LOC101929378",NA,"down","up","up","up"
"GOLGA2P7 /// LOC101929479 /// LOC642423 /// LOC727751 /// LOC80154",NA,"down","up","up","down"
"AC092155.4 /// BC038779",NA,"down","down","up","down"
"BC022892",NA,"down","up","up","up"
"LOC101929759",NA,"up","up","up","up"
"RP11-945A11.2",NA,"up","down","down","up"
"RP11-843B15.2",NA,"down","down","down","up"
"AK291611 /// TRGV7 /// TRGV7",NA,"down","down","down","down"
"LOC100133130",NA,"up","up","down","up"
"LINC00606",NA,"down","down","down","down"
"BC019672 /// USP32P2",NA,"down","down","down","up"
"WTIP",NA,"down","down","down","up"
"LOC102724788 /// PRODH",NA,"up","up","up","down"
"AF131215.4",NA,"down","down","up","up"
"LRRC52",NA,"up","down","down","down"
"LRRC66",NA,"up","down","up","down"
"LOC100130548",NA,"down","down","down","up"
"LINC01069",NA,"up","up","down","down"
"RP11-174G6.5",NA,"down","down","down","up"
"RP11-38P22.2",NA,"up","up","up","up"
"RP3-336K20__B.2",NA,"down","up","down","down"
"LINC01165",NA,"up","down","up","down"
"CASC18",NA,"up","up","down","down"
"AC004490.1 /// AX746733",NA,"up","down","down","down"
"AK098263",NA,"up","down","down","up"
"LINC00845",NA,"down","up","up","up"
"CTD-2377D24.6",NA,"up","down","up","down"
"BIRC5 /// EPR-1",NA,"down","down","up","down"
"LOC101929114",NA,"up","up","down","down"
"LOC101927095",NA,"up","down","up","down"
"ENTPD3-AS1",NA,"down","down","down","down"
"LOC100288310",NA,"up","up","down","down"
"CASC14",NA,"down","down","up","down"
"LOC102724612",NA,"down","up","down","down"
"ZFX /// ZFY",NA,"down","up","up","up"
"LOC102724399 /// RIMBP2",NA,"down","up","down","up"
"LOC541472",NA,"up","down","up","down"
"BC069756",NA,"up","up","down","up"
"M6PR /// PHC1",NA,"down","up","up","down"
"LOC340340",NA,"up","up","up","up"
"LOC101929073",NA,"up","down","up","up"
"AX746492 /// TNPO1",NA,"down","up","down","up"
"LOC100996246",NA,"up","down","up","down"
"LOC101928762",NA,"down","down","up","down"
"RP13-270P17.3",NA,"up","up","up","down"
"LINC00851",NA,"down","up","up","down"
"RP11-806L2.2",NA,"up","down","up","down"
"RP11-408I18.9",NA,"down","up","up","down"
"GS1-304P7.2",NA,"up","up","down","up"
"LOC101929064",NA,"up","down","up","down"
"LINC01000 /// LINC01001 /// LINC01002 /// LOC100132062 /// LOC100133182 /// LOC100133331 /// LOC101929819 /// LOC729737",NA,"up","down","up","up"
"RP11-676J12.4",NA,"down","up","up","up"
"IGHA1 /// IGHD /// IGHG1 /// IGHG2 /// IGHG3 /// IGHM /// IGHV4-31",NA,"up","up","down","down"
"SH3PXD2A-AS1",NA,"up","up","up","up"
"LOC101929726",NA,"down","up","up","up"
"RP11-998D10.7",NA,"down","down","down","down"
"SOX21-AS1",NA,"up","down","down","down"
"LOC101928132",NA,"down","down","down","down"
"RP11-199F11.2",NA,"down","up","up","down"
"CXorf24",NA,"down","up","up","up"
"LOC100293704 /// MIR8072",NA,"up","down","down","down"
"LOC101930075 /// NPIPA1 /// NPIPA2 /// NPIPA3 /// NPIPA5 /// NPIPA7 /// NPIPA8 /// PKD1P1",NA,"up","down","up","up"
"ZBED5-AS1",NA,"down","down","up","down"
"AC007255.8 /// BC038570",NA,"down","down","up","down"
"LOC101929480",NA,"down","up","down","up"
"AC007349.5",NA,"up","down","down","up"
"RP11-644F5.11",NA,"up","down","up","down"
"LOC101928539",NA,"up","down","down","up"
"LOC101929910 /// LOC613037 /// NPIPA5 /// NPIPB11 /// NPIPB3 /// NPIPB4 /// NPIPB5 /// NPIPB8",NA,"down","down","down","down"
"RP11-109D9.4",NA,"up","up","down","down"
"LOC100506319",NA,"up","down","down","down"
"RP11-783K16.13",NA,"down","down","up","down"
"CTD-2033C11.1",NA,"down","up","down","down"
"CLEC3B /// EXOSC7",NA,"down","down","down","down"
"GPR37L1 /// LOC284570",NA,"up","down","up","up"
"RP11-1275H24.2",NA,"up","down","up","down"
"AK096803 /// RP11-395B7.2",NA,"up","down","down","down"
"LOC101927792",NA,"down","up","up","down"
"BC041003 /// RP11-495P10.3",NA,"down","down","down","down"
"XCL1 /// XCL2",NA,"up","up","down","down"
"LOC101926962",NA,"down","down","down","down"
"SNHG5 /// SNORD50A /// SNORD50B",NA,"up","down","down","up"
"LOC102723448",NA,"down","down","down","down"
"ARHGEF34P /// OR2A4 /// OR2A7",NA,"down","up","up","down"
"TMEM179",NA,"up","down","down","down"
"DDX27 /// SS18",NA,"down","down","up","down"
"AC067956.1",NA,"up","down","up","down"
"NCK1-AS1",NA,"up","down","up","down"
"BC040311",NA,"down","down","down","up"
"AF131215.3 /// C8orf15",NA,"down","down","up","up"
"MMP23A /// MMP23B",NA,"up","up","down","down"
"PCDHA5 /// PCDHA6",NA,"down","down","down","down"
